id,city,name_en,name_ko,category,mealSlot,styles,travelerTypes,lat,lng,duration_min,duration_typical,duration_max,priority,area,openHours_open,openHours_close,closedDays,description_en,description_ko,tips_en,tips_ko,photos,postSlug,googleMapsUrl,costAmount,costCurrency,tags,chain,booking_klook,booking_agoda,booking_mrt,booking_direct
tokyo-asakusa-monjakato,tokyo,Monja Katō,Monja Katō,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7123338,139.7970103,45,60,75,4,asakusa,10:30,23:00,,Another of Asakusa's signature monjayaki spots.,아사쿠사 대표 몬자야키 맛집 중 하나,,,,,"https://www.google.com/maps/place/Monja+Kat%C5%8D/@35.7123338,139.7970103,17.9z/data=!4m6!3m5!1s0x60188f006a3cc7dd:0x79d24f279f5ae91!8m2!3d35.7115998!4d139.7953079!16s%2Fg%2F11y5ffxgg1?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",3000,JPY,,,,,,
tokyo-asakusa-kyotogatzuku,tokyo,Gyukatsu Kyoto Katsugyu Asakusa Orange Street,규카츠 교토가츠규 아사쿠사 오렌지스트리트점,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7123338,139.7970103,45,60,75,3,asakusa,10:30,22:30,,Gyukatsu spot with a near-constant lunchtime queue.,낮에는 항상 웨이팅이 있는 규카츠 맛집,Late evening is the easy entry window,늦은 저녁에 가면 웨이팅이 없음,,,"https://www.google.com/maps/place/%EA%B7%9C%EC%B9%B4%EC%B8%A0+%EA%B5%90%ED%86%A0%EA%B0%80%EC%B8%A0%EA%B7%9C+%EC%95%84%EC%82%AC%EC%BF%A0%EC%82%AC+%EC%98%A4%EB%A0%8C%EC%A7%80%EC%8A%A4%ED%8A%B8%EB%A6%AC%ED%8A%B8%EC%A0%90/@35.7123338,139.7970103,17.9z/data=!4m6!3m5!1s0x60188fe7c650ca47:0x513ba5c11498ece6!8m2!3d35.7115624!4d139.7946334!16s%2Fg%2F11wwpj_fp0?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",3000,JPY,,,,,,
tokyo-asakusa-asakusa-gyukatsu,tokyo,Asakusa Gyukatsu,아사쿠사 규카츠,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7123338,139.7970103,45,60,75,3,asakusa,11:00,22:00,,Asakusa gyukatsu with shorter waits than most.,아사쿠사 내에서 비교적 웨이팅이 적은 규카츠 맛집,The main branch is actually in Kyoto,교토에 본점이 유명,,,"https://www.google.com/maps/place/%EC%95%84%EC%82%AC%EC%BF%A0%EC%82%AC+%EA%B7%9C%EC%B9%B4%EC%B8%A0/@35.7123338,139.7970103,17.9z/data=!3m1!5s0x60188ec74eef50d9:0xca11d238751f82c4!4m6!3m5!1s0x60188ec6df6c0001:0xd205e882474ee0a0!8m2!3d35.7107673!4d139.7959519!16s%2Fg%2F11b6trhbg9?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",3000,JPY,,,,,,
tokyo-asakusa-nadai-unatoto,tokyo,Nadai Unatoto Asakusa,나다이 우나토토 아사쿠사점,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7116367,139.7958004,45,60,75,3,asakusa,10:00,22:00,,Affordable unagi in Asakusa — cheap for the category.,아사쿠사에서 장어 요리 먹고 싶을 때 가기 좋은 곳,Priced well below typical unagi restaurants,장어 요리인데 가격이 저렴한 편,,,"https://www.google.com/maps/place/%EB%82%98%EB%8B%A4%EC%9D%B4+%EC%9A%B0%EB%82%98%ED%86%A0%ED%86%A0+%EC%95%84%EC%82%AC%EC%BF%A0%EC%82%AC%EC%A0%90/@35.7116367,139.7958004,18.88z/data=!3m1!5s0x60188ec6af987ac5:0x150810baf6c165da!4m14!1m7!3m6!1s0x60188ec0da0d936b:0x7da921915f4c57e4!2z7L2U7JW864KY6riw!8m2!3d35.7122038!4d139.7955239!16s%2Fg%2F1tdh3w88!3m5!1s0x60188ec6af08142b:0xacb913594c4f2e02!8m2!3d35.712015!4d139.797945!16s%2Fg%2F1tgdcdnd?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,unatoto,,,,
tokyo-asakusa-tonkatsu-toyama,tokyo,Tonkatsu Toyama,Tonkatsu Toyama,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.712392,139.7958347,45,60,75,3,asakusa,11:00,21:30,,Quick tonkatsu stop.,간단히 돈까스 먹고 싶을 때 가기 좋은 맛집,,,,,"https://www.google.com/maps/place/Tonkatsu+Toyama/@35.712392,139.7958347,18.59z/data=!4m6!3m5!1s0x60188ec6aa15b325:0xca6a08c18b213327!8m2!3d35.7125072!4d139.7984392!16s%2Fg%2F11b7ld44wb?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,,,,,
tokyo-ueno-zoo,tokyo,Ueno Zoo,우에노 동물원,experience,,activity|photo|budget|culture|nature|local|popular,couple|friends|kids,35.7146278,139.7761821,60,120,180,2,ueno,9:30,17:00,1,The zoo Tokyo families actually bring their kids to.,일본 현지인들도 가족들과 함꼐 가는 동물원,The giant pandas are the draw|Buy tickets on Klook ahead of time,자이언트 판다가 유명|클룩에서 미리 편하게 티켓 구매 가능,,,"https://www.google.com/maps/place/%EC%9A%B0%EC%97%90%EB%85%B8+%EB%8F%99%EB%AC%BC%EC%9B%90/@35.7146278,139.7761821,16.32z/data=!4m6!3m5!1s0x60188c28f7766d7f:0x76b8b5efa1988ef4!8m2!3d35.7160153!4d139.772882!16zL20vMDN6Zm5t?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",500,JPY,,,,,,
tokyo-ueno-park,tokyo,Ueno Park,우에노 공원,park,,activity|photo|budget|culture|nature|local|popular,solo|couple|friends|parents|kids,35.7146278,139.7761821,60,90,120,1,ueno,,,,Central Tokyo's big public park.,도쿄 도시 안에 있는 대표적인 공원,Cherry blossoms in spring|Pair with the museums and zoo for a full Ueno day,"봄에 가면 벚꽃을 보는 것으로 유명|박물관, 미술관, 동물원을 함께 가면 좋은 코스",,,"https://www.google.com/maps/place/%EC%9A%B0%EC%97%90%EB%85%B8+%EA%B3%B5%EC%9B%90/@35.7146278,139.7761821,16.32z/data=!4m6!3m5!1s0x60188e9b45906ac3:0xb1cb3623124e645a!8m2!3d35.7147557!4d139.7734312!16zL20vMDJ5NWdk?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-ueno-park-starkbucks,tokyo,Starbucks Ueno Park,우에노 공원 스타벅스,cafe,snack,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7153683,139.774536,45,60,75,2,ueno,8:00,21:00,,The Starbucks inside Ueno Park — worth the seat if you get one.,우에노 공원 안에 있는 분위기 좋은 스타벅스,,,,,"https://www.google.com/maps/place/%EC%8A%A4%ED%83%80%EB%B2%85%EC%8A%A4+%EC%9A%B0%EC%97%90%EB%85%B8+%EA%B3%B5%EC%9B%90%EC%A0%90/@35.7153683,139.774536,17.94z/data=!4m6!3m5!1s0x60188e9d4d0d5655:0x92ab8269cc00ebb8!8m2!3d35.7161992!4d139.7740332!16s%2Fg%2F1hf4bzdy2?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",500,JPY,,starbucks,,,,
tokyo-ueno-national-museum,tokyo,Tokyo National Museum,도쿄 국립박물관,experience,,photo|budget|culture,solo|couple|friends|parents|kids,35.7146278,139.7761821,60,120,180,2,ueno,9:30,17:00,1,Japan's flagship museum — Japanese and Asian art and artifacts.,"일본, 아시아 작품들이 모여 있는 일본 대표 박물관",Closed Mondays — plan around it,월요일은 휴무이기 때문에 일정 짤 때 유의,,,"https://www.google.com/maps/place/%EB%8F%84%EC%BF%84+%EA%B5%AD%EB%A6%BD%EB%B0%95%EB%AC%BC%EA%B4%80/@35.7146278,139.7761821,16.32z/data=!3m1!5s0x60188e83526c6cb9:0x4efc1e737b7cad1a!4m6!3m5!1s0x60188e8314d77d11:0x232fd618bd4977dd!8m2!3d35.7188351!4d139.7765215!16zL20vMDVzazVn?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1000,JPY,,,https://www.klook.com/activity/115796-tokyo-national-museum/?aid=118462,,,
tokyo-ueno-science-museum,tokyo,National Museum of Nature and Science,국립 과학박물관,experience,,photo|budget|culture,solo|couple|friends|kids,35.7146278,139.7761821,60,90,120,4,ueno,9:00,17:00,1,National science museum — plan 3+ hours if you want to see it properly.,국립 박물관이라 꼼꼼히 보려면 3시간은 걸리는 과학 박물관,Closed Mondays — plan around it,월요일은 휴무이기 때문에 일정 짤 때 유의,,,"https://www.google.com/maps/place/%EA%B5%AD%EB%A6%BD%EA%B3%BC%ED%95%99%EB%B0%95%EB%AC%BC%EA%B4%80/@35.7146278,139.7761821,16.32z/data=!3m1!5s0x60188e9c60202303:0x62418cdaee37d8df!4m6!3m5!1s0x60188e9ceba15bf1:0x89884580e40b3eca!8m2!3d35.7164273!4d139.7763336!16zL20vMDd2M3Zk?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",630,JPY,,,https://www.klook.com/activity/38549-national-museum-nature-science-ticket-tokyo/?aid=118462,,,
tokyo-ueno-western-museum,tokyo,National Museum of Western Art,국립 서양미술관,experience,,photo|budget|culture,solo|couple|friends|parents,35.7155297,139.7743114,60,90,120,3,ueno,9:30,17:30,1,"Western art museum — Van Gogh, Monet, and Picasso on the walls.","반 고흐, 모네, 피카소 작품이 전시되어 있는 서양 미술관",Closed Mondays — plan around it,월요일은 휴무이기 때문에 일정 짤 때 유의,,,"https://www.google.com/maps/place/%EA%B5%AD%EB%A6%BD%EC%84%9C%EC%96%91%EB%AF%B8%EC%88%A0%EA%B4%80/@35.7155297,139.7743114,17.41z/data=!3m1!5s0x60188e9cf96abff7:0x12d37b64563b39f3!4m6!3m5!1s0x60188e9cfa41cc7f:0xbb23dcd494e13c8b!8m2!3d35.7153869!4d139.7758138!16s%2Fm%2F026r6hv?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",500,JPY,,,,,,
tokyo-ueno-toritsune-sizsendow,tokyo,Toritsune Shizendo,토리츠네 시젠도우,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7068402,139.7731765,45,60,75,3,ueno,11:30,22:00,0,Oyakodon place that keeps showing up on travel YouTube.,유튜브에 자주 나오는 오야코동 맛집,Order the large,큰 사이즈로 시키는 게 좋음,,,"https://www.google.com/maps/place/%ED%86%A0%EB%A6%AC%EC%B8%A0%EB%84%A4+%EC%8B%9C%EC%A0%A0%EB%8F%84%EC%9A%B0/@35.7068402,139.7731765,16.67z/data=!4m6!3m5!1s0x60188c1e2658e363:0x1a76be856febb17b!8m2!3d35.7039784!4d139.7726986!16s%2Fg%2F11b6_cq5cw?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,,,,,
tokyo-ueno-ramen-butayama,tokyo,Ramen Butayama Ueno,라멘 부타야마 우에노점,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7091807,139.7728802,45,60,75,3,ueno,11:00,0:00,,Jiro-style ramen in Ueno.,일본 현지 지로계 라멘 맛집 중 하나,Portions run big — order smaller than usual,양이 많은 편이라 평소 먹는 것보다 작게 시키는 걸 추천,,,"https://www.google.com/maps/place/%EB%9D%BC%EB%A9%98+%EB%B6%80%ED%83%80%EC%95%BC%EB%A7%88+%EC%9A%B0%EC%97%90%EB%85%B8%EC%A0%90/@35.7091807,139.7728802,16.67z/data=!4m6!3m5!1s0x60188d6d27f9a165:0x5212857d183ebdba!8m2!3d35.7062026!4d139.7724991!16s%2Fg%2F11h10vv5fm?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,,,,,
tokyo-ueno-mori-sakura-terrace,tokyo,Ueno no Mori Sakura Terrace,Ueno no Mori Sakura Terrace,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.7091807,139.7728802,45,60,75,3,ueno,11:00,23:00,,Quick and fairly priced — a decent fast-lunch stop.,적당한 가격에 빠르게 식사하기 좋은 곳,,,,,"https://www.google.com/maps/place/Ueno+no+Mori+Sakura+Terrace/@35.7091807,139.7728802,16.67z/data=!3m1!5s0x60188e9e769898bb:0xb3ed2c8154da1634!4m6!3m5!1s0x60188e9e76c00001:0xb0af7dad81f82978!8m2!3d35.7121356!4d139.7745258!16s%2Fg%2F11bwn3rkpx?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1000,JPY,,,,,,
tokyo-shinjuku-tokyo-metropolitan,tokyo,Tokyo Metropolitan Government Observatory,도쿄도청 전망대,sight,,photo|culture|shopping|popular,solo|couple|friends|parents|kids,35.6919819,139.6945813,60,90,120,1,shinjuku,9:30,21:30,2,Free observation deck with 360° views over central Tokyo.,도쿄 시내를 한눈에 볼 수 있는 무료 전망대,Two decks — north and south|North closes earlier — only south stays open for night views,북측과 남측으로 2곳이 운영중|북측은 빠르게 마감되어 야경 시간대에는 남측만 이용 가능,,,"https://www.google.com/maps/place/%EB%8F%84%EC%BF%84%EB%8F%84%EC%B2%AD+%EB%B6%81%EC%AA%BD+%EC%A0%84%EB%A7%9D%EB%8C%80/@35.6919819,139.6945813,17.08z/data=!3m1!5s0x60188cd498eb5371:0x46cb7b987c5bc5b7!4m6!3m5!1s0x60188cd4c86bcb9d:0xe5b1c573920cfe2e!8m2!3d35.689733!4d139.6916563!16s%2Fg%2F1tgz5gx6?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-shinjuku-tenkichiya,tokyo,Tenkichiya,텐키치야,food,lunch,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.6919819,139.6945813,45,60,75,2,shinjuku,11:00,21:00,0,Tenkichiya in Shinjuku — crispy tempura over rice with the signature sweet-soy.,신주쿠 텐동 맛집 텐키치야. 바삭한 튀김 위에 달달한 소스가 올라간 텐동 전문 맛집,Peak hours have a line — go at opening or after 2pm|Set menus beat à la carte on value|Good breakfast or early-lunch if you're based in Shinjuku,피크 시간대 웨이팅 — 오픈 직후나 2시 이후 추천|세트 메뉴가 단품보다 가성비 좋음|신주쿠에 숙소가 있다면 아침·이른 점심 옵션,,,"https://www.google.com/maps/place/%ED%85%90%ED%82%A4%EC%B9%98%EC%95%BC/@35.6919819,139.6945813,17.08z/data=!3m1!5s0x60188cd5c180ca6b:0x1308381aa401cea6!4m6!3m5!1s0x60188cd5c3b59cc3:0xd1a3290620d22c83!8m2!3d35.6929623!4d139.6954179!16s%2Fg%2F1hd_3pxpt?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,,,,,
tokyo-shinjuku-buchiuyama,tokyo,Buchiumaya,부치우마야,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents,35.6945824,139.6958376,60,90,120,3,shinjuku,17:30,23:00,0,Hiroshima-style okonomiyaki in Shinjuku — cooked on the teppan right in front of you.,신주쿠 히로시마식 오코노미야끼 가게. 카운터석 위주로 셰프가 앞에서 굽는 형식.,Cash only — withdraw before you go|Tables turn over slowly — arrive at opening or expect a long wait,현금 결제만 가능 — 미리 현금 준비|오픈런 하지 않으면 회전율이 낮아 웨이팅이 긴 편,,,"https://www.google.com/maps/place/%EB%B6%80%EC%B9%98%EC%9A%B0%EB%A7%88%EC%95%BC/@35.6945824,139.6958376,16.77z/data=!3m1!5s0x60188d2985c5cbcb:0x3cb44786d004bce1!4m6!3m5!1s0x60188d2985da4f8f:0x7b48eedd8c21f605!8m2!3d35.6966278!4d139.6966217!16s%2Fg%2F11fyln4y_v?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",1500,JPY,,,,,,
tokyo-shinjuku-gabukicho,tokyo,Kabukicho Tower,가부키초 타워,sight,,photo|budget|nightlife|local|popular,solo|couple|friends,35.6946565,139.6963843,30,45,60,3,shinjuku,,,,The landmark tower over Kabukicho — Shinjuku nightlife's centerpiece.,도쿄 나이트라이프를 한눈에 볼 수 있는 가부키초의 대표 빌딩,,,,,"https://www.google.com/maps/place/%EB%8F%84%ED%81%90+%EA%B0%80%EB%B6%80%ED%82%A4%EC%B4%88+%ED%83%80%EC%9B%8C/@35.6946565,139.6963843,16.89z/data=!4m6!3m5!1s0x60188dfd822aaa3f:0xd47e0ccc16555ea9!8m2!3d35.6957513!4d139.7005894!16s%2Fg%2F11s18b39qm?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-shinjuku-disneystore,tokyo,Disney Flagship Store Tokyo,디즈니 플래그십 스토어,shopping,,shopping|local|popular,solo|couple|friends|parents|kids,35.6928689,139.699732,30,45,60,3,shinjuku,10:00,21:00,,Disney flagship store — a decent plan B if you're skipping the parks.,디즈니랜드를 갈 수 없으면 디즈니 굿즈 사기 좋은 곳,,,,,"https://www.google.com/maps/place/%EB%94%94%EC%A6%88%EB%8B%88+%ED%94%8C%EB%9E%98%EA%B7%B8%EC%8B%AD+%EC%8A%A4%ED%86%A0%EC%96%B4+%EB%8F%84%EC%BF%84/@35.6928689,139.699732,17.87z/data=!4m6!3m5!1s0x60188d4ca91dcd4d:0x1690197cf0618eb2!8m2!3d35.692049!4d139.7031204!16s%2Fg%2F11pd2zm3hv?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-shinjuku-kinokuniya-bookstore,tokyo,Kinokuniya Bookstore,기노쿠니야 서점,shopping,,shopping|local|popular,solo|couple|friends|parents|kids,35.6928689,139.699732,30,45,60,3,shinjuku,10:00,21:00,,A whole building of books in the middle of Shinjuku.,건물 전체가 서점이라 신주쿠 가면 한 번쯤 구경해보기 좋은 곳,,,,,"https://www.google.com/maps/place/%EA%B8%B0%EB%85%B8%EC%BF%A0%EB%8B%88%EC%95%BC+%EC%8B%A0%EC%A3%BC%EC%BF%A0+%EB%B3%B8%EC%A0%90/@35.6928689,139.699732,17.87z/data=!4m6!3m5!1s0x60186092cf48325d:0x24ac346bd72018a3!8m2!3d35.6919678!4d139.7028227!16s%2Fg%2F1tg7r_bb?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,kinokuniya,,,,
tokyo-shinjuku-isetan-department-store,tokyo,Isetan Department Store,이세탄 백화점,shopping,,shopping|local|popular,solo|couple|friends|parents,35.6928689,139.699732,45,60,75,2,shinjuku,10:00,20:00,,"Japan's oldest department store still operating, founded in 1886.",1886년부터 시작된 일본의 대표적인 백화점,,,,,"https://www.google.com/maps/place/%EC%9D%B4%EC%84%B8%ED%83%84+%EC%8B%A0%EC%A3%BC%EC%BF%A0/@35.6928689,139.699732,17.87z/data=!3m1!5s0x60188cdbba93fca1:0x6a4d3d03b715d740!4m6!3m5!1s0x60188cdba56b3bf7:0x8b741cc73341edb5!8m2!3d35.691574!4d139.7046466!16s%2Fg%2F11cjk548y6?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-shinjuku-goldenguy,tokyo,Shinjuku Golden Gai,신주쿠 골든가이,nightlife,,activity|food|photo|culture|nature|shopping|local|popular|nightlife,solo|couple|friends,35.6936134,139.7025578,60,90,120,2,shinjuku,17:00,23:00,,Dense maze of tiny postwar bars — Shinjuku's classic nightlife stop alongside Omoide Yokocho.,오모이데요코초와 함께 신주쿠 대표 선술집 거리,,,,,"https://www.google.com/maps/place/%EC%8B%A0%EC%A3%BC%EC%BF%A0+%EA%B3%A8%EB%93%A0%EA%B0%80%EC%9D%B4/@35.6936134,139.7025578,17.6z/data=!3m1!5s0x60188cd96fa71f47:0x17cc5dd6e0009ca!4m6!3m5!1s0x60188cd96586b9af:0x71a5c0e1150c1a8f!8m2!3d35.6941118!4d139.7047611!16s%2Fm%2F02vr6_3?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,,,,
tokyo-shinjuku-omoideyokocho,tokyo,Omoide Yokocho,오모이데요코초,nightlife,,activity|food|photo|culture|nature|shopping|local|popular|nightlife,solo|couple|friends|parents,35.6932749,139.7012157,60,90,120,2,shinjuku,17:00,23:00,,Tight postwar alley of yakitori stands and standing bars.,골목에서 야키토리를 먹어볼 수 있는 선술집 거리,Most places charge a seating fee (otoshi),자릿세(오토시)가 대부분 있는 곳,,,"https://www.google.com/maps/place/%EC%98%A4%EB%AA%A8%EC%9D%B4%EB%8D%B0%EC%9A%94%EC%BD%94%EC%B4%88(%EC%95%BC%ED%82%A4%ED%86%A0%EB%A6%AC+%EA%B1%B0%EB%A6%AC)/@35.6932749,139.7012157,17.6z/data=!4m6!3m5!1s0x60188cd7058ad73f:0x908f55935cc13cd3!8m2!3d35.6927011!4d139.6995778!16s%2Fg%2F120m1bbf?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,,,,
tokyo-shinjuku-hananojo-shrine,tokyo,Hanazono Shrine,하나노조 신사,sight,,photo|budget|culture|nature|local,solo|couple|friends|parents|kids,35.6932749,139.7012157,20,30,40,3,shinjuku,,,,A small shrine on the walk from Shinjuku Station to Gyoen — easy five-minute stop.,신주쿠역에서 교엔 가는 길에 잠깐 들리면 좋은 신사,,,,,"https://www.google.com/maps/place/%ED%95%98%EB%82%98%EC%A1%B0%EB%85%B8+%EC%8B%A0%EC%82%AC/@35.6932749,139.7012157,17.6z/data=!3m1!5s0x60188cdbe581170f:0xffce7e6d8fd5f9fa!4m6!3m5!1s0x60188cdbe07cde2b:0x3b4028968ed9a754!8m2!3d35.6935311!4d139.7053279!16s%2Fm%2F0k54d7q?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,,,,,
tokyo-shinjuku-donkihote-gabukicho,tokyo,Don Quijote Shinjuku Kabukicho,돈키호테 신주쿠 가부키초점,shopping,,shopping|popular,solo|couple|friends|parents|kids,35.6932749,139.7012157,60,90,120,2,shinjuku,,,,The busiest of Shinjuku's three Don Quijote branches — in the middle of Kabukicho.,신주쿠 돈키호테 3개 지점 중 가장 인기. 가부키초 한가운데 위치.,Come with a written shopping list — saves real time|Early morning and late night are the calmest windows,쇼핑리스트 미리 작성해서 오면 편함|이른 아침이나 새벽에 가면 덜 복잡함,,,"https://www.google.com/maps/place/%EB%8F%88%ED%82%A4%ED%98%B8%ED%85%8C+%EC%8B%A0%EC%A3%BC%EC%BF%A0%EA%B0%80%EB%B6%80%ED%82%A4%EC%B4%88%EC%A0%90/@35.6932749,139.7012157,17.6z/data=!3m1!5s0x60188cd9dbc2163f:0x54a22900434443d1!4m6!3m5!1s0x60188cd9dbeab93d:0x8583055007d02928!8m2!3d35.6937755!4d139.7017873!16s%2Fg%2F1tftr247?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,donki,,,,
tokyo-shinjuku-donkihote-donangochi,tokyo,Don Quijote Shinjuku South Exit,돈키호테 신주쿠 도난구치점,shopping,,shopping|popular,solo|couple|friends|parents|kids,35.6932749,139.7012157,60,90,120,3,shinjuku,,,,The quieter Shinjuku Donki — easier going than the Kabukicho branch.,가부키초점에 비해 비교적 여유로운 돈키호테,Come with a written shopping list — saves real time|Early morning and late night are the calmest windows,쇼핑리스트 미리 작성해서 오면 편함|이른 아침이나 새벽에 가면 덜 복잡함,,,"https://www.google.com/maps/place/%EB%8F%88%ED%82%A4%ED%98%B8%ED%85%8C+%EC%8B%A0%EC%A3%BC%EC%BF%A0+%EB%8F%84%EB%82%9C%EA%B5%AC%EC%B9%98%EC%A0%90/@35.6932749,139.7012157,17.6z/data=!4m6!3m5!1s0x60188cda8816c3d7:0xd7380245bcb993b1!8m2!3d35.6900987!4d139.7019999!16s%2Fg%2F11dfld7g0t?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",0,JPY,,donki,,,,
tokyo-shinjuku-kyoen,tokyo,Shinjuku Gyoen,신주쿠 교엔,park,,photo|budget|nature|local|popular,solo|couple|friends|parents|kids,35.6881119,139.7043134,45,60,75,2,shinjuku,9:00,18:00,,"Large landscape garden in central Shinjuku — Japanese, French, and English sections plus a serious greenhouse.",신주쿠 한복판의 대형 정원. 일본·프랑스·영국식 정원과 대형 온실로 구성.,The in-garden Starbucks gets a 1-hour wait by midday — go at opening|Advance booking only matters in cherry-blossom season — walk-in works otherwise|Hours shift by season — check before you go (greenhouse is separate),"내부 스타벅스 가려면 오픈 직후에 — 낮엔 1시간 대기|벚꽃 시즌에만 예약 필요, 평소엔 현장 구매 가능|계절별 운영시간 다르니 방문 전 체크 (온실 별도)",,,"https://www.google.com/maps/place/%EC%8B%A0%EC%A3%BC%EC%BF%A0+%EA%B5%90%EC%97%94/@35.6881119,139.7043134,17.07z/data=!4m6!3m5!1s0x60188cc21b93233f:0x6a1eb1b5a117f287!8m2!3d35.6851763!4d139.7100517!16zL20vMDdkM24x?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",500,JPY,,,https://www.klook.com/activity/174227-shinjuku-gyoen/?aid=118462,,,
tokyo-shinjuku-okonomiyaki-rush,tokyo,Okonomiyaki Teppanyaki Rush,오코노미야키 철판구이 러쉬,food,dinner,activity|food|photo|culture|nature|shopping|local|popular,solo|couple|friends|parents|kids,35.6909958,139.7028973,45,60,75,2,shinjuku,11:30,23:00,,Budget okonomiyaki in Shinjuku.,신주쿠에서 가성비 오코노미야키 먹고 싶을 때 가기 좋은 맛집,,,,,"https://www.google.com/maps/place/%EC%98%A4%EC%BD%94%EB%85%B8%EB%AF%B8%EC%95%BC%ED%82%A4+%EC%B2%A0%ED%8C%90%EA%B5%AC%EC%9D%B4+%EC%B2%A0%ED%8C%90+%EB%9F%AC%EC%89%AC/@35.6909958,139.7028973,17.75z/data=!3m1!5s0x60188cda59ec008b:0x4f7994c758b6aef0!4m6!3m5!1s0x60188d0bebc96045:0x9ac5d4f172cb82d7!8m2!3d35.6908298!4d139.7032434!16s%2Fg%2F11tn_b78jl?entry=ttu&g_ep=EgoyMDI2MDQxNS4wIKXMDSoASAFQAw%3D%3D",2000,JPY,,,,,,
